director_name,actor_1_name,actor_2_name,movie_title,budget,imdb_score
,Barry Corbin,Noureen DeWulf,Anger Management             ,,6.7
John Landis,John Belushi,Karen Allen,Animal House ,3000000,7.6
,Dorian Missick,Daniella Alonso,Animal Kingdom             ,,8.1
Jamel Debbouze,Jamel Debbouze,Youssef Hajdi,Animal Kingdom: Let's go Ape ,,4.9
Collin Schiffli,Kim Shaw,John Heard,Animals ,,6.2
Reinhard Klooss,Jim Broadbent,Vanessa Redgrave,Animals United ,,4.9
Andy Tennant,Bai Ling,Geoffrey Palmer,Anna and the King ,75000000,6.7
Joe Wright,Kelly Macdonald,Guro Nagelhus Schia,Anna Karenina ,,6.6
John R. Leonetti,Alfre Woodard,Annabelle Wallis,Annabelle ,6500000,5.4
,Zack Ward,Jonathan Crombie,Anne of Green Gables             ,,8.4
Will Gluck,Quvenzhané Wallis,Dorian Missick,Annie ,65000000,5.2
George Sidney,Keenan Wynn,Howard Keel,Annie Get Your Gun ,3768785,7
Woody Allen,Woody Allen,Carol Kane,Annie Hall ,4000000,8.1
Duke Johnson,Jennifer Jason Leigh,Tom Noonan,Anomalisa ,8000000,7.3
Roland Emmerich,Vanessa Redgrave,Joely Richardson,Anonymous ,30000000,6.9
Mike Cahill,Robin Lord Taylor,William Mapother,Another Earth ,100000,7
Sam Levinson,George Kennedy,Ezra Miller,Another Happy Day ,4000000,6
Mike Leigh,Jim Broadbent,Imelda Staunton,Another Year ,10000000,7.3
Peyton Reed,Judy Greer,Hayley Atwell,Ant-Man ,130000000,7.4
Dena Seidel,Naderev Sano,Hugh Ducklow,Antarctic Edge: 70° South,150000,7
Anthony Powell,Josh Swanson,Tom Hamann,Antarctica: A Year on Ice ,1000000,7.6
Danny Perez,Natasha Lyonne,Emmanuel Kabongo,Antibirth ,3500000,6.3
Peter Howitt,Tyler Labine,Richard Roundtree,Antitrust ,30000000,6.1
Brandon Cronenberg,Sarah Gadon,Douglas Smith,Antiviral ,3200000,5.7
Denzel Washington,Denzel Washington,Kevin Connolly,Antwone Fisher ,12500000,7.3
Eric Darnell,Sylvester Stallone,Woody Allen,Antz ,105000000,6.6
Oliver Stone,Al Pacino,Dennis Quaid,Any Given Sunday ,55000000,6.8
Woody Allen,Woody Allen,Stockard Channing,Anything Else ,18000000,6.4
Wayne Wang,Natalie Portman,Eva Amurri Martino,Anywhere But Here ,23000000,6.1
Francis Ford Coppola,Harrison Ford,Marlon Brando,Apocalypse Now ,31500000,8.5
Mel Gibson,Rudy Youngblood,Dalia Hernández,Apocalypto ,40000000,7.8
Ron Howard,Tom Hanks,Miko Hughes,Apollo 13,62000000,7.6
Gonzalo López-Gallego,Warren Christie,Ryan Robbins,Apollo 18,5000000,5.2
Ed Harris,Viggo Mortensen,James Gammon,Appaloosa ,,6.8
Fred Walton,Thomas F. Wilson,Deborah Foreman,April Fool's Day ,5000000,6.2
Matt Maiellaro,Tina Fey,Fred Armisen,Aqua Teen Hunger Force Colon Movie Film for Theaters ,750000,6.9
Elizabeth Allen Rosenbaum,Tammin Sursok,Joanna 'JoJo' Levesque,Aquamarine ,12000000,5.3
Frank Marshall,Julian Sands,Peter Jason,Arachnophobia ,31000000,6.3
Atom Egoyan,David Alpay,Marie-Josée Croze,Ararat ,,6.6
Nicholas Jarecki,Nate Parker,Curtiss Cook,Arbitrage ,12000000,6.6
Sharon Greytak,Sally Kirkland,Alex Emanuel,Archaeology of a Woman ,200000,8.1
Brian Levant,Nia Long,Tracy Morgan,Are We There Yet? ,32000000,4.6
Oren Peli,Glenn Campbell,Sandra Staggs,Area 51,5000000,4.2
Ben Affleck,Clea DuVall,Scoot McNairy,Argo ,44500000,7.7
Mark Pellington,Jeff Bridges,Spencer Treat Clark,Arlington Road ,21500000,7.2
Michael Bay,Bruce Willis,Steve Buscemi,Armageddon ,140000000,6.6
Nimród Antal,Andrew Fiscella,Fred Ward,Armored ,27000000,5.7
Sam Raimi,Patricia Tallman,Bridget Fonda,Army of Darkness ,13000000,7.6
Peter Flinth,Gustaf Skarsgård,Michael Nyqvist,Arn: The Knight Templar ,25000000,6.6
Gene Teigland,Kendyl Joi,Matthew Feeney,Arnolds Park ,600000,5.6
Frank Coraci,Jim Broadbent,Steve Coogan,Around the World in 80 Days,110000000,5.8
Frank Coraci,Jim Broadbent,Steve Coogan,Around the World in 80 Days,110000000,5.8
Deborah Anderson,Lisa Ann,Jesse Jane,Aroused ,150000,5.3
,Bruce Dinsmore,Melissa Altro,Arthur             ,,7.4
Luc Besson,Mia Farrow,Adam LeFevre,Arthur and the Invisibles ,86000000,6
Sarah Smith,Jim Broadbent,Imelda Staunton,Arthur Christmas ,100000000,7.1
John Erick Dowdle,Ben Feldman,Edwin Hodge,"As Above, So Below ",5000000,6.1
James L. Brooks,Lupe Ontiveros,Yeardley Smith,As Good as It Gets ,50000000,7.7
Kay Pollak,Michael Nyqvist,Frida Hallgren,As It Is in Heaven ,25000000,7.6
Allison Burnett,Kimberly Williams-Paisley,Gia Mantegna,Ask Me Anything ,950000,6
Richard Donner,Muse Watson,Sylvester Stallone,Assassins ,50000000,6.3
Jean-François Richet,Brian Dennehy,Drea de Matteo,Assault on Precinct 13,20000000,6.3
Frédéric Forestier,Alain Delon,Santiago Segura,Asterix at the Olympic Games ,78000000,5.1
David Bowers,Nicolas Cage,Charlize Theron,Astro Boy ,65000000,6.3
Irwin Winkler,Mira Sorvino,Nathan Lane,At First Sight ,60000000,5.9
Chris Robinson,T.I.,Adam Boyer,ATL ,,6
Gary Trousdale,Leonard Nimoy,Jim Varney,Atlantis: The Lost Empire ,120000000,6.8
John Putch,Robert Picardo,Diedrich Bader,Atlas Shrugged II: The Strike ,10000000,5.5
James Manera,Joaquim de Almeida,Greg Germann,Atlas Shrugged: Who Is John Galt? ,5000000,4.4
Joe Wright,Benedict Cumberbatch,Alfie Allen,Atonement ,30000000,7.8
Joe Cornish,John Boyega,Luke Treadaway,Attack the Block ,13000000,6.6
Eldar Rapaport,Murray Bartlett,Adrian Gonzalez,August ,,6.1
Kirsten Sheridan,Robin Williams,Aaron Staton,August Rush ,30000000,7.5
John Wells,Benedict Cumberbatch,Meryl Streep,August: Osage County ,25000000,7.3
Jay Roach,Verne Troyer,Josh Zuckerman,Austin Powers in Goldmember ,63000000,6.2
Jay Roach,Will Ferrell,Charles Napier,Austin Powers: International Man of Mystery ,17000000,7
Jay Roach,Muse Watson,Verne Troyer,Austin Powers: The Spy Who Shagged Me ,33000000,6.6
Baz Luhrmann,Essie Davis,Bryan Brown,Australia ,130000000,6.6
Paul Schrader,Ed Begley Jr.,Michael McKean,Auto Focus ,7000000,6.6
Gabe Ibáñez,Birgitte Hjort Sørensen,Robert Forster,Automata ,7000000,6.1
Joan Chen,J.K. Simmons,Sam Trammell,Autumn in New York ,40000000,5.5
James Cameron,CCH Pounder,Joel David Moore,Avatar ,237000000,7.9
Joss Whedon,Chris Hemsworth,Robert Downey Jr.,Avengers: Age of Ultron ,250000000,7.5
Paul W.S. Anderson,Sanaa Lathan,Colin Salmon,AVP: Alien vs. Predator ,60000000,5.6
Joby Harold,Hayden Christensen,Fisher Stevens,Awake ,8600000,6.5
Sam Mendes,Catherine O'Hara,Jim Gaffigan,Away We Go ,17000000,7.1
Christian Sesma,Bokeem Woodbine,Brooke Newton,AWOL-72,3000000,3.9
Pan Nalin,,,Ayurveda: Art of Being ,300000,7.6
Emily Dell,Aimee Garcia,Wesley Jonathan,B-Girl ,,4
S.S. Rajamouli,Tamannaah Bhatia,Anushka Shetty,Baahubali: The Beginning ,18026148,8.4
Chris Noonan,Miriam Margolyes,Christine Cavanaugh,Babe ,30000000,6.8
George Miller,Adam Goldberg,Elizabeth Daily,Babe: Pig in the City ,80000000,5.8
Alejandro G. Iñárritu,Brad Pitt,Harriet Walter,Babel ,25000000,7.5
John Singleton,Mo'Nique,Snoop Dogg,Baby Boy ,16000000,6.4
Bob Clark,Kathleen Turner,Dom DeLuise,Baby Geniuses ,18000000,2.5
Michael McCullers,Tina Fey,Amy Poehler,Baby Mama ,30000000,6
Patrick Read Johnson,Joe Mantegna,Lara Flynn Boyle,Baby's Day Out ,50000000,5.9
Mathieu Kassovitz,Vin Diesel,Charlotte Rampling,Babylon A.D. ,70000000,5.6
Leslye Headland,Kirsten Dunst,Adam Scott,Bachelorette ,3000000,5.3
Robert Zemeckis,Lea Thompson,Thomas F. Wilson,Back to the Future ,19000000,8.5
Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Back to the Future Part II ,40000000,7.8
Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Back to the Future Part III ,40000000,7.4
Michael Bay,Will Smith,Tchéky Karyo,Bad Boys ,19000000,6.8
Michael Bay,Will Smith,Henry Rollins,Bad Boys II ,130000000,6.6
Joel Schumacher,Anthony Hopkins,Brooke Smith,Bad Company ,70000000,5.6
Jeff Tremaine,Jackson Nicoll,Georgina Cates,Bad Grandpa ,15000000,6.6
Werner Herzog,Nicolas Cage,Shea Whigham,Bad Lieutenant: Port of Call New Orleans ,20000000,6.7
Jon Lucas,Mila Kunis,Jay Hernandez,Bad Moms ,20000000,6.7
Jon Lucas,Mila Kunis,Jay Hernandez,Bad Moms ,20000000,6.7
Terry Zwigoff,Bernie Mac,Tony Cox,Bad Santa ,18000000,7.1
Jake Kasdan,Justin Timberlake,John Michael Higgins,Bad Teacher ,20000000,5.7
Jason Bateman,Beth Grant,Philip Baker Hall,Bad Words ,10000000,6.7
David E. Talbert,Djimon Hounsou,Christina Milian,Baggage Claim ,8500000,5
Jay Duplass,Greta Gerwig,Jennifer Lafleur,Baghead ,,6
Kimble Rendall,Alex Russell,Cariba Heine,Bait ,30000000,5.2
Wych Kaosayananda,Talisa Soto,Sandrine Holt,Ballistic: Ecks vs. Sever ,70000000,3.6
James Algar,Sam Edwards,Donnie Dunagan,Bambi ,,7.4
Spike Lee,Gillian White,Michael Rapaport,Bamboozled ,10000000,6.5
Woody Allen,Woody Allen,Charlotte Rae,Bananas ,2000000,7.1
Joachim Rønning,Salma Hayek,Sam Shepard,Bandidas ,32000000,5.7
Barry Levinson,Bruce Willis,Brían F. O'Byrne,Bandits ,80000000,6.6
Todd Graff,Scott Porter,Charlie Saxton,Bandslam ,20000000,6.4
Ash Baron-Cohen,Peter Greene,Stanley B. Herman,Bang ,,6.4
Jeffrey St. Jules,Boyd Banks,Chloe Rose,Bang Bang Baby ,1000000,5.4
Danny Pang,Nicolas Cage,Charlie Yeung,Bangkok Dangerous ,40000000,5.4
Blair Erickson,Monique Candelaria,Katia Winter,Banshee Chapter ,950000,5.5
Roger Vadim,Jane Fonda,David Hemmings,Barbarella ,9000000,5.9
Eric Lavaine,Lambert Wilson,Julie Engelbrecht,Barbecue ,,6.1
Tim Story,Sean Patrick Thomas,Jason George,Barbershop ,12000000,6.3
Kevin Rodney Sullivan,Harry Lennix,Sean Patrick Thomas,Barbershop 2: Back in Business,18000000,5.7
Shekar,Bhama,Diganth,Barfi ,,7.1
Steve Gomer,Trevor Morgan,Kyla Pratt,Barney's Great Adventure ,15000000,2.8
Richard J. Lewis,Mark Addy,Atom Egoyan,Barney's Version ,,7.3
Steve Oedekerk,Rob Paulsen,Wanda Sykes,Barnyard ,51000000,5.6
Stanley Kubrick,Ryan O'Neal,Steven Berkoff,Barry Lyndon ,11000000,8.1
Chris D'Arienzo,Judy Greer,Cybill Shepherd,Barry Munday ,,5.9
John McTiernan,Connie Nielsen,Harry Connick Jr.,Basic ,50000000,6.5
Michael Caton-Jones,Charlotte Rampling,Indira Varma,Basic Instinct 2,70000000,4.2
Julian Schnabel,Gary Oldman,Michael Wincott,Basquiat ,3300000,6.9
George Sidney,Esther Williams,Basil Rathbone,Bathing Beauty ,2361000,6.5
Juraj Jakubisko,Anna Friel,Hans Matheson,Bathory: Countess of Blood ,,6
Tim Burton,Michael Gough,Jack Palance,Batman ,35000000,7.6
Joel Schumacher,Michael Gough,Vivica A. Fox,Batman & Robin ,125000000,3.7
Christopher Nolan,Christian Bale,Liam Neeson,Batman Begins ,150000000,8.3
Joel Schumacher,Michael Gough,Rene Auberjonois,Batman Forever ,100000000,5.4
Tim Burton,Michael Gough,Vincent Schiavelli,Batman Returns ,80000000,7
Zack Snyder,Henry Cavill,Lauren Cohan,Batman v Superman: Dawn of Justice ,250000000,6.9
Jay Oliva,Michael Emerson,Mark Valley,"Batman: The Dark Knight Returns, Part 2",3500000,8.4
Leslie H. Martinson,Burgess Meredith,Cesar Romero,Batman: The Movie ,1377800,6.5
Louis Morneau,Leon,Bob Gunton,Bats ,6500000,3.6
J. Lee Thompson,Roddy McDowall,Paul Williams,Battle for the Planet of the Apes ,1800000,5.5
Jonathan Liebesman,Noel Fisher,Jim Parrack,Battle Los Angeles ,70000000,5.8
Benson Lee,Chris Brown,Caity Lotz,Battle of the Year ,20000000,5
Roger Christian,Richard Tyson,Michael Byrne,Battlefield Earth ,44000000,2.4
Peter Berg,Liam Neeson,Alexander Skarsgård,Battleship ,209000000,5.9
F. Gary Gray,Dwayne Johnson,Christina Milian,Be Cool ,53000000,5.7
Michel Gondry,Quinton Aaron,Mia Farrow,Be Kind Rewind ,20000000,6.4
Daniel Barnz,Alex Pettyfer,Mary-Kate Olsen,Beastly ,17000000,5.6
Sylvio Tabet,Michael Berryman,Kari Wuhrer,Beastmaster 2: Through the Portal of Time,6000000,3.8
Benh Zeitlin,Quvenzhané Wallis,Gina Montana,Beasts of the Southern Wild ,1800000,7.3
Richard LaGravenese,Alden Ehrenreich,Zoey Deutch,Beautiful Creatures ,60000000,6.2
Bille Woodruff,Alfre Woodard,Keshia Knight Pulliam,Beauty Shop ,,5.5
Mike Judge,Bruce Willis,Demi Moore,Beavis and Butt-Head Do America ,12000000,6.8
Michael Lehmann,Colin Ferguson,Stephen Collins,Because I Said So ,,5.6
Wayne Wang,Cicely Tyson,Luke Benward,Because of Winn-Dixie ,14000000,6.4
Julian Jarrold,Anne Hathaway,Julie Walters,Becoming Jane ,16500000,7.1
Harold Ramis,Brendan Fraser,Frances O'Connor,Bedazzled ,48000000,6
Adam Shankman,Adam Sandler,Carmen Electra,Bedtime Stories ,80000000,6.1
Steve Hickner,Matthew Broderick,Oprah Winfrey,Bee Movie ,150000000,6.2
Frank Sebastiano,Joe Lo Truglio,Laurie Metcalf,Beer League ,2800000,6
Jay Chandrasekhar,Chris Moss,Owain Yeoman,Beerfest ,17500000,6.3
Tim Burton,Catherine O'Hara,Jeffrey Jones,Beetlejuice ,15000000,7.5
Rowan Joffe,Colin Firth,Ben Crompton,Before I Go to Sleep ,22000000,6.3
Richard Linklater,Seamus Davey-Fitzpatrick,Ariane Labed,Before Midnight ,3000000,7.9
Richard Linklater,Hanno Pöschl,Hans Weingartner,Before Sunrise ,2500000,8.1
Richard Linklater,Vernon Dobtcheff,Albert Delpy,Before Sunset ,2700000,8
John Carney,James Corden,Karen Pittman,Begin Again ,8000000,7.4
Mike Mills,Goran Visnjic,Lou Taylor Pucci,Beginners ,3200000,7.2
John Moore,Joaquim de Almeida,David Keith,Behind Enemy Lines ,40000000,6.4
Spike Jonze,Willie Garson,Orson Bean,Being John Malkovich ,13000000,7.8
István Szabó,Miriam Margolyes,Shaun Evans,Being Julia ,18000000,7.1
Alejandro Monteverde,Armando Riesco,Ramon Rodriguez,Bella ,3300000,7.4
Jonathan Demme,Oprah Winfrey,Kimberly Elise,Beloved ,55000000,5.9
Justin Thomas Ostensen,Michael Berryman,Kristin Booth,Below Zero ,1200000,4.5
Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Ben-Hur ,,6.1
Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Ben-Hur ,100000000,6.1
Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Ben-Hur ,100000000,6
Gurinder Chadha,Archie Panjabi,Parminder Nagra,Bend It Like Beckham ,3500159,6.7
Dave Carroll,Chris 'Wonder' Schoeck,,Bending Steel ,50000,7.9
Jeremy Sims,Harrison Gilbertson,Gyton Grantley,Beneath Hill 60,9000000,7.1
Ted Post,Linda Harrison,Gregory Sierra,Beneath the Planet of the Apes ,3000000,6.1
Joe Camp,Frances Bavier,Peter Breck,Benji ,500000,6.1
Robert Zemeckis,Robin Wright,Anthony Hopkins,Beowulf ,150000000,6.3
Richard Linklater,Matthew McConaughey,Brandon Smith,Bernie ,5000000,6.8
Christopher Guest,John Michael Higgins,Catherine O'Hara,Best in Show ,6000000,7.5
Justin Lin,Parry Shen,Jason Tobin,Better Luck Tomorrow ,250000,7.2
Raja Gosnell,Jamie Lee Curtis,Nick Zano,Beverly Hills Chihuahua ,20000000,3.7
Martin Brest,Judge Reinhold,Ronny Cox,Beverly Hills Cop ,14000000,7.3
Tony Scott,Dean Stockwell,Judge Reinhold,Beverly Hills Cop II ,28000000,6.4
John Landis,Louis Lombardi,Jon Tenney,Beverly Hills Cop III ,55000000,5.5
,Elizabeth Montgomery,Agnes Moorehead,Bewitched             ,,7.6
Martin Campbell,Angelina Jolie Pitt,Teri Polo,Beyond Borders ,35000000,6.5
Panos Cosmatos,Chris Gauthier,Marilyn Norry,Beyond the Black Rainbow ,1100000,6.1
Gina Prince-Bythewood,Minnie Driver,Nate Parker,Beyond the Lights ,7000000,6.9
Barry W. Blaustein,Terry Funk,Vince McMahon,Beyond the Mat ,500000,7.6
Kevin Spacey,Kevin Spacey,Bob Hoskins,Beyond the Sea ,23000000,6.7
Russ Meyer,Charles Napier,Cynthia Myers,Beyond the Valley of the Dolls ,900000,6.2
Chris Columbus,Robin Williams,Oliver Platt,Bicentennial Man ,100000000,6.8
Penny Marshall,Tom Hanks,Jon Lovitz,Big ,18000000,7.3
Dennis Dugan,Steve Buscemi,Adam Sandler,Big Daddy ,34200000,6.4
Tim Burton,Christoph Waltz,Danny Huston,Big Eyes ,10000000,7
Shawn Levy,Frankie Muniz,Donald Faison,Big Fat Liar ,15000000,5.4
Shawn Levy,Frankie Muniz,Donald Faison,Big Fat Liar ,15000000,5.4
Tim Burton,Steve Buscemi,Alison Lohman,Big Fish ,70000000,8
Don Hall,Damon Wayans Jr.,Daniel Henney,Big Hero 6,165000000,7.9
Ken Kwapis,Ted Danson,Tim Blake Nelson,Big Miracle ,40000000,6.5
Raja Gosnell,Nia Long,Cedric the Entertainer,Big Momma's House ,30000000,5.1
John Whitesell,Chloë Grace Moretz,Nia Long,Big Momma's House 2,40000000,4.6
John Whitesell,Brandon T. Jackson,Tony Curran,"Big Mommas: Like Father, Like Son ",32000000,4.4
Barry Sonnenfeld,Zooey Deschanel,Janeane Garofalo,Big Trouble ,40000000,6.5
John Carpenter,Victor Wong,Kate Burton,Big Trouble in Little China ,25000000,7.3
Peter Hewitt,Keanu Reeves,George Carlin,Bill & Ted's Bogus Journey ,20000000,6.2
Stephen Herek,Keanu Reeves,George Carlin,Bill & Ted's Excellent Adventure ,10000000,6.9
Stephen Daldry,Julie Walters,Gary Lewis,Billy Elliot ,5000000,7.7
Alejandro G. Iñárritu,Emma Stone,Naomi Watts,Birdman or (The Unexpected Virtue of Ignorance) ,18000000,7.8
Jonathan Glazer,Cameron Bright,Anne Heche,Birth ,20000000,6.1
Jez Butterworth,Mark Gatiss,Mathieu Kassovitz,Birthday Girl ,13000000,6.1
Alejandro G. Iñárritu,Maricel Álvarez,Hanaa Bouchaib,Biutiful ,,7.5
Étienne Faure,Rumi Missabu,Pierre Prieur,Bizarre ,500000,4.3
Paul Verhoeven,Michiel Huisman,Sebastian Koch,Black Book ,21000000,7.8
Glen Morgan,Oliver Hudson,Crystal Lowe,Black Christmas ,9000000,4.5
Ridley Scott,Ioan Gruffudd,Sam Shepard,Black Hawk Down ,92000000,7.7
Gil Junger,Tom Wilkinson,Marsha Thomason,Black Knight ,50000000,4.8
Scott Cooper,Johnny Depp,Benedict Cumberbatch,Black Mass ,53000000,7
Kasi Lemmons,Jennifer Hudson,Mary J. Blige,Black Nativity ,17500000,4.4
Jeta Amata,Akon,Nathin Butler,Black November ,7500000,5.6
Mike Binder,Jennifer Ehle,Gillian Jacobs,Black or White ,9000000,6.6
Ridley Scott,Stephen Root,Ken Takakura,Black Rain ,30000000,6.6
Katie Aselton,Katie Aselton,Anslem Richardson,Black Rock ,,4.7
Craig Brewer,Justin Timberlake,Michael Raymond-James,Black Snake Moan ,15000000,7
Darren Aronofsky,Natalie Portman,Mila Kunis,Black Swan ,13000000,8
Tony Kaye,Bill Cobbs,Aisha Tyler,Black Water Transit ,23000000,7.2
Michael Mann,Chris Hemsworth,Archie Kao,Blackhat ,70000000,5.4
Mateo Gil,Sam Shepard,Dominique McElligott,Blackthorn ,,6.6
Stephen Norrington,Sanaa Lathan,Traci Lords,Blade ,45000000,7.1
Guillermo del Toro,Norman Reedus,Thomas Kretschmann,Blade II ,54000000,6.7
Ridley Scott,Harrison Ford,Sean Young,Blade Runner ,28000000,8.2
David S. Goyer,Ryan Reynolds,Natasha Lyonne,Blade: Trinity ,65000000,5.9
Josh Gordon,Will Ferrell,Amy Poehler,Blades of Glory ,61000000,6.3
Hugh Wilson,Brendan Fraser,Sissy Spacek,Blast from the Past ,35000000,6.6
Mel Brooks,Madeline Kahn,David Huddleston,Blazing Saddles ,2600000,7.8
Christopher Hutson,Dichen Lachman,Jennifer Lee Wiggins,Bled ,750000,3.1
Dylan Bank,Seregon O'Dassey,Deirdre Lorenz,Bleeding Hearts ,1200000,4.2
Frank Coraci,Bella Thorne,Adam Sandler,Blended ,40000000,6.5
Chuck Russell,Rufus Sewell,Jimmy Smits,Bless the Child ,40000000,5.1
Fernando Meirelles,Don McKellar,Joe Pingue,Blindness ,25000000,6.6
Scott Marshall,Drew Fuller,Drew Waters,Blonde Ambition ,10000000,3.9
Katja von Garnier,Olivier Martinez,Agnes Bruckner,Blood and Chocolate ,,5.5
Bob Rafelson,Harold Perrineau,Mike Starr,Blood and Wine ,22000000,6.1
Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Blood Diamond ,100000000,8
Jeb Stuart,Ricky Schroder,Nate Parker,Blood Done Sign My Name ,,6.7
Taylor Hackford,Delroy Lindo,Jesse Borrego,"Blood In, Blood Out ",35000000,8
Guillaume Canet,Mila Kunis,Lili Taylor,Blood Ties ,25500000,6.5
Clint Eastwood,Clint Eastwood,Anjelica Huston,Blood Work ,50000000,6.4
Uwe Boll,Meat Loaf,Udo Kier,BloodRayne ,25000000,2.9
Newt Arnold,Bolo Yeung,Donald Gibb,Bloodsport ,1100000,6.8
Paul Greengrass,James Nesbitt,Nicholas Farrell,Bloody Sunday ,2000000,7.7
Ted Demme,Johnny Depp,Ethan Suplee,Blow ,30000000,7.6
Brian De Palma,Nancy Allen,Dennis Franz,Blow Out ,18000000,7.4
Karen Moncrieff,Frances Fisher,Agnes Bruckner,Blue Car ,1000000,6.7
John Stockwell,Faizon Love,Mika Boorem,Blue Crush ,30000000,5.6
Woody Allen,Sally Hawkins,Charlie Tahan,Blue Jasmine ,18000000,7.3
Steve Taylor,Jason Marsden,Marshall Allman,Blue Like Jazz ,1200000,6
Jeremy Saulnier,Devin Ratray,Eve Plumb,Blue Ruin ,1066167,7.1
Les Mayfield,Peter Greene,Dave Chappelle,Blue Streak ,65000000,6.3
Derek Cianfrance,Ryan Gosling,Mike Vogel,Blue Valentine ,3500000,7.4
Mort Nathan,Vivica A. Fox,Lin Shaye,Boat Trip ,20000000,4.9
Emilio Estevez,Anthony Hopkins,Nick Cannon,Bobby ,14000000,7
Rowdy Herrington,Aidan Quinn,Jeremy Northam,Bobby Jones: Stroke of Genius ,,6.7
Brian De Palma,Melanie Griffith,Dennis Franz,Body Double ,10000000,6.8
Ridley Scott,Leonardo DiCaprio,Simon McBurney,Body of Lies ,70000000,7.1
Teddy Chan,Bingbing Fan,Simon Yam,Bodyguards and Assassins ,23000000,6.9
Norman Jewison,Haley Joel Osment,Nancy Travis,Bogus ,30000000,5.3
Ben Younger,Vin Diesel,Nia Long,Boiler Room ,8000000,7
Byron Howard,Chloë Grace Moretz,Diedrich Bader,Bolt ,150000000,6.9
Erik Canuel,Colm Feore,Richard Howland,Bon Cop Bad Cop ,8000000,7
Jean-Paul Rappeneau,Isabelle Adjani,Peter Coyote,Bon voyage ,20000000,6.9
,Michaela Conlin,T.J. Thyne,Bones             ,,7.9
Stephen Kay,Barry Watson,Skye McCole Bartusiak,Boogeyman ,20000000,4.1
Paul Thomas Anderson,Don Cheadle,Nicole Ari Parker,Boogie Nights ,15000000,7.9
Joe Berlinger,Kim Director,Erica Leerhsen,Book of Shadows: Blair Witch 2,15000000,4
